FRAME;NUM;ARG0;ARG1;ARG2;ARG3;ARG4;ARG5;ARG6;ARG7;ARG8;ARG9
abandon;01;abandoner;thing abandoned, left behind;attribute of arg1
abandon;02;abandoner;thing abandoned, left behind;preferred item
abandon;03;entity abandoning something;thing abandoned;benefactive, abandoned-to
abase;01;causer of humbling;entity lowered, humbled;instrument, if separate from arg 0
abash;01;causer of shame;abashed entity;instrument, if separate from arg0
abate;01;causer;entity decreased
abbreviate;01;causal agent;thing becoming shorter;EXT, arg1 is shortened by how much?;start state of arg 1, original word when separate mention;end state of arg1, new abbreviation
abdicate;01;abdicator, agent;responsibility
abduct;01;agent;person kidnapped
abduct;02;mover;thing moved
abet;01;agent of abetting;thing helped, action
abhor;01;despiser;object of despisal
abide;01;conformer;thing conformed to
ablate;01;Agent, surgeon;Material/body-part ablated;Object/patient undergoing ablation, removed from;instrument, incl. chemical substance
abnegate;01;person giving something up;entity given up, renounced;Benefactive/ Malefactive, often reflexive
abolish;01;entity getting rid of, outlawing something;thing abolished
abominable;02;entity deeming arg1 abominable;snowman, or other deplorable thing
abominate;01;despiser;thing despised
abort;01;causer, agent;entity aborted
abound;01;;thing which is plentiful;thing which has arg1 in great supply
aboutface;03;Person changing mind;Regarding what issue
abrade;01;agent, causing wearing;thing wearing;instrument
abridge;01;causer;thing abridged
abrogate;01;intentional agent of abrogation (e.g. scientist);thing abrogated, blocked;instrument
absent;01;causer, agent;absent entity;absent from what
absolve;01;absolver, agent;guilty party;guilt
absorb;01;absorber, cause or agent;absorbed, us. liquid;sponge, arg 1 is absorbed into this, when separate from cause;Source of liquid, absorbed from what?
abstain;01;entity abstaining;abstaining from
abstract;01;entity abstracting;thing being abstracted;abstracted from
abuse;01;abuser, agent;entity abused
abuse;02;user;thing misused
abuse;03;user of offensive language;target of abuse;the offensive language
abut;01;;abutter;abutted
accede;01;acceder, agent;entity acceded to
accelerate;01;agent, causing acceleration;thing accelerating;EXT;start point;end point
accent;01;decorator;thing decorated;decorations
accentuate;01;agent;thing accentuated;instrument
accept;01;acceptor;thing accepted;accepted-from;attribute
access;01;accessor;thing accessed
accessorize;01;agent, furnishing entity;entity furnished;furnished with what
acclaim;01;acclaimer;acclaimed;cause, acclaimed for what?
accommodate;01;accommodater;thing accommodated
accompany;01;subject accompanier;object accompanied;;start point;end point
accomplish;01;doer;deed
accord;01;giver;gift;given-to
accord;02;;action done;regulations, procedure, or expectations accorded with
accord;03;first party in agreement, both parties when mentioned together;subject of agreement;second party in agreement
account;01;accounter;thing accounted for, dealt with, explained;instrumental, accounted for with or by
accountable;02;perpetrator, accountable person;role or crime, accountable for what?;judge
accredit;01;entity furnishing credentials;entity credited;attribute
accrete;01;accreting entity;stuff gained
accrue;01;agent, gatherer;thing gathered, accrued
accumulate;01;entity accumulating something;thing/stuff accumulated;;price
accurse;01;speaker;misery or evil;person or thing accursed
accuse;01;accuser;accused;crime
accustom;01;cause or agent;thing getting used to something;thing getting used to
ace;01;acer;test
acetify;01;cause of transformation;entity made into silica;instrument or manner if separate from arg 0
acetylate;01;agent of acetylation (e.g. scientist);thing acetylated (material/source);instrument;product of acetylation
ache;01;body part aching
achieve;01;achiever;thing achieved, gotten, accomplished
acidify;01;causer of acidity, agent;thing now acidic
acknowledge;01;admitter, claimer, speaker;proposition, claim, utterance;hearer;secondary predication, attribute of arg 1 acknowledged
acquaint;01;rare agent;knower;acquaintance
acquiesce;01;acquiescer, complier;thing complied to, in, or with
acquire;01;agent, entity acquiring something;thing acquired;seller;price paid;benefactive
acquit;01;remover of guilt;(un)guilty party;explicit mention of guilt
act;01;player;role
act;02;actor;grounds for action
act-out;03;actor, performer;role, scenario enacted
act-up;04;trouble-maker
activate;01;activator;thing now active
activity;06;active entity;activity engaged in
actual;02;;actual thing;what arg1 is an actual instantiation of
actualize;01;agent;thing actualized, theme
actuate;01;agent causing of actuation;entity set into action or motion
adapt;01;agent, adaptor;thing adapted;adapted to;adapted from
add;01;speaker;utterance
add;02;adder;thing being added;thing being added to;resulting sum
add;03;;Logical subject, patient, thing rising/gaining/being added to;EXT, amount risen;;end point  ARGM-LOC: medium
add-on;05;Agent adding on;Thing added;Added to what?
add-up;04;agent adding items up;things added;result
addict;01;causer of addiction;addicted entity;drug etc.
addictive;02;addictive substance;addictive to whom? addicted entity
addle;01;agentive cause of confusion;entity experiencing confusion;confused about or confused with what?
address;01;addresser;item being addressed (letter, speech, etc);hearer/recipient;address as
address;02;agent;dealing with what;answer, dealing how
address;03;talker;subject;hearer
adhere;01;agent/causer of adhesion;theme of adhesion;thing stuck to
adhere;02;follower;policy, etc.
adjoin;01;;(first) thing(s);second thing, if separate
adjourn;01;closer, adjourner;thing closed
adjourn;02;entity in motion;destination
adjudicate;01;adjudicator;decision or conflict
adjust;01;causer of transformation;thing changing;"adjusted to; goal state; outside situation that arg1 is wanted to match";start state;purpose, reason for adjustment
administer;01;administrator, agent;entity administered;administered to/upon
administrate;01;agent, manager;theme, process/thing being managed
admirable;02;admirer;target of admiration
admire;01;admirer;admired
admit;01;admitter;truth;hearer
admit;02;allower (ticket);enterer;place entered
admix;01;agent, mixer;ingredient one;ingredient two (if separate);end product
admonish;01;persuader;persuaded agent;persuaded action
admonish;02;chastiser;chastised;wrongdoing
adopt;01;adopter;thing adopted;secondary attibute
adorable;02;perceiver;cutie pie
adore;01;adorer;thing adored
adorn;01;decorator, agent;entity adorned;ornaments
advance;01;agent, causing advance;thing advancing;extent of advancement;start point;end point
advanced;02;;progressive entity;domain
advantage;01;;thing that provides advantage;advantageous for/to whom/what?;domain or task where the advantage is applied
advert;01;Attention getter;Entity referred to, target of attention
advertise;01;advertiser;thing being pitched, advertised
advise;01;entity giving advice;entity getting advice, impelled agent;advice, impelled action
advocate;01;advocate, suggest;suggestion;recipient of advice
affair;01;entity having an affair;"with whom; other party"
affair;02;;participants;What kind of matter
affect;01;thing affecting;thing affected;instrument, effect had
affect;02;agent, assumer;characteristic
affiliate;01;causer of affiliation, agent;entity affiliated;affiliated with
affirm;01;confirmer;thing confirmed, statement or proposition;benefactive, hearer
affix;01;attacher, agent;focus of attachment;thing arg 1 is affixed to;instrument of bonding, glue
afflict;01;causer of suffering;entity suffering;instrument, if separate from arg0
afford;01;haver of financial means, agent;costly thing, theme
afford;02;provider, agent;provided, theme;recipient
affront;01;offender;offended;instrument, if separate from arg0
africanize;01;agent, causer;thing changing
aftermath;01;;precipitating events;fallout sub-event
age;01;causer of aging, agent;entity getting old;attribute (how old)
age-out;02;entity determining what the age cap is;entity getting older;thing arg1 is too old for
agglomerate;01;agent, cause;clustering thing;instrument, method
